Date,Customer Name,Work order No,Reference Number,ERP Number,Item code,Tyre Size,Brand,COLOUR,FIT,RIM,Constrution,Average Finish Tyre Weight - kgs,Per Tyre Volume / cbm,Qty New- pcs,Total Volume - cbm,Total Tonage - kgs
,USA-GSS,108,USA - BOGIE WHEEL OREDR -4,607 4,804112,Idler Wheel - 660x311 - Dark Grey - 30 kmph (casting # A0767S),,BLACK,,,,122.1,0.106,119,11.872,13675.2
,USA-GSS,108,USA - BOGIE WHEEL OREDR -4,607 4,803111,Boggie Wheel - 343x283 - Dark Grey - 40 kmph (casting # A0769S),,,,,,56.7,0.032,56,10.492,18597.6
