date,Customer,wono,ref,erp,icode,t_size,brand,fit,col,rim,cons,fweight,ptv,new,cbm,kgs
08.06.2023,COLOMBIA,110,COL-GGM- 01,611,111041,6.00 - 9,RUNNERSOLID,BLACK,STD,4,3 LAYER,26.8,0.039,10,0.39,268
08.06.2023,COLOMBIA,110,COL-GGM- 02,611,119041,6.50 X 10,RUNNERSOLID,BLACK,STD,5,3 LAYER,34.9,0.0523,16,0.84,558.4
08.06.2023,COLOMBIA,110,COL-GGM- 03,611,133041,2.50 - 15,RUNNERSOLID,BLACK,STD,7,3 LAYER,65.9,0.1127,6,0.68,395.4
