Date,Customer Name,Work order No,Reference Number,ERP Number,Item code,Tyre Size,Brand,COLOUR,FIT,RIM,Constrution,Average Finish Tyre Weight - kgs,Per Tyre Volume / cbm,Qty New- pcs,Total Volume - cbm,Total Tonage - kgs
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,110004,140/55-9,ACHIEVER,Non Marking,CLIP,4,2 LAYER,10,0.0179,6,0.11,60
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,104004,18x7-8,ACHIEVER,Non Marking,CLIP,4.33,2 LAYER,21,0.0303,10,0.3,210
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,118004,200/50-10,ACHIEVER,Non Marking,CLIP,6.5,2 LAYER,23.9,0.0388,8,0.31,191.2
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,103161,16X6-8 (WIDE),ACHIEVER PLUS,BLACK,STD,4.33,3 LAYER,16.3,0.0257,14,0.36,228.2
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,104011,18x7-8,ACHIEVER PLUS,BLACK,STD,4.33,3 LAYER,20.8,0.0303,14,0.42,291.2
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,125011,7.00-12,ACHIEVER PLUS,BLACK,STD,5,3 LAYER,45.7,0.0691,13,0.9,594.1
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,151011,9.00-20,ACHIEVER PLUS,BLACK,STD,7,3 LAYER,127.2,0.204,24,4.9,"3,052.80"
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,101162,15x4 1/2-8 (WIDE),ACHIEVER PLUS,BLACK,CLIP,3,3 LAYER,9.9,0.0161,72,1.16,712.8
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,110012,140/55-9,ACHIEVER PLUS,BLACK,CLIP,4,3 LAYER,10,0.0179,10,0.18,100
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,103162,16X6-8 (WIDE),ACHIEVER PLUS,BLACK,CLIP,4.33,3 LAYER,16.6,0.0257,14,0.36,232.4
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,104012,18x7-8,ACHIEVER PLUS,BLACK,CLIP,4.33,3 LAYER,20.9,0.0303,15,0.45,313.5
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,118012,200/50-10,ACHIEVER PLUS,BLACK,CLIP,6.5,3 LAYER,23.9,0.0388,5,0.19,119.5
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,101164,15x4 1/2-8 (WIDE),ACHIEVER PLUS,Non Marking,CLIP,3,3 LAYER,9.7,0.0171,14,0.24,135.8
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,110014,140/55-9,ACHIEVER PLUS,Non Marking,CLIP,4,3 LAYER,9.85,0.0179,6,0.11,59.1
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,103164,16X6-8 (WIDE),ACHIEVER PLUS,Non Marking,CLIP,4.33,3 LAYER,16.1,0.0257,6,0.15,96.6
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,104014,18x7-8,ACHIEVER PLUS,Non Marking,CLIP,4.33,3 LAYER,20.4,0.0303,12,0.36,244.8
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,746071,33X14X22,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,155.4,0.2512,8,2.01,"1,243.20"
,EGYPT,205,IEC - ORDER 02 -C-03(8),713,726071,40X16X30,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,227.5,0.4195,10,4.2,"2,275.00"
