date,Customer,wono,ref,erp,icode,t_size,brand,col,fit,rim,cons,fweight,ptv,new,cbm,kgs
2023 07 25 ,UAE-MAG,148,"UAE-MAG-ORDER 02		",652,172441,11.00-20,MAGNA MA608 S ,BLACK,STD,8,2 LAYER,186,0.2796,120,33.55,"22,320.00"
