date,Customer,wono,ref,erp,icode,t_size,brand,col,fit,rim,cons,fweight,ptv,new,cbm,kgs
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,102041,5.00 - 8,RUNNERSOLID,BLACK,STD,3,3 LAYER,17.1,0.0259,4,0.1,68.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,119041,6.50 - 10,RUNNERSOLID,BLACK,STD,5,3 LAYER,34.9,0.0523,4,0.21,139.6
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,103042,16X6-8,RUNNERSOLID,BLACK,CLIP,4.33,3 LAYER,16.6,0.0263,8,0.21,132.8
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,104042,18X7-8,RUNNERSOLID,BLACK,CLIP,4.33,3 LAYER,20.8,0.0316,8,0.25,166.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,110042,140/55 - 9,RUNNERSOLID,BLACK,CLIP,4,3 LAYER,10.3,0.0186,4,0.07,41.2
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,118042,200/50 - 10,RUNNERSOLID,BLACK,CLIP,6.5,3 LAYER,23.1,0.0394,4,0.16,92.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,110044,140/55 - 9,RUNNERSOLID,N.M Lt. CREAM,CLIP,4,3 LAYER,10.4,0.0186,20,0.37,208
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,118044,200/50 - 10,RUNNERSOLID,N.M Lt. CREAM,CLIP,6.5,3 LAYER,23.4,0.0394,6,0.24,140.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,705071,14x5x10,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,12.4,0.0165,12,0.2,148.8
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,730071,16 1/4x7x11 1/4,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,22.3,0.0282,4,0.11,89.2
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,711071,16x6x10 1/2,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,19.6,0.0259,4,0.1,78.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,715071,18x7x12 1/8,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,26.3,0.0382,12,0.46,315.6
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,717071,18x9x12 1/8,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,34.4,0.0491,4,0.2,137.6
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,711072,16x6x10 1/2,RUNNERBAND,BLACK,TRACTION,-,2 LAYER,19.1,0.0259,6,0.16,114.6
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,715072,18x7x12 1/8,RUNNERBAND,BLACK,TRACTION,-,2 LAYER,25.6,0.0382,4,0.15,102.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,717072,18x9x12 1/8,RUNNERBAND,BLACK,TRACTION,-,2 LAYER,33.2,0.0491,6,0.29,199.2
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,701073,10x5x6 1/2,RUNNERBAND,NM,SMOOTH,-,2 LAYER,7.9,0.0084,30,0.25,237
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,706073,15x5x11 1/4,RUNNERBAND,NM,SMOOTH,-,2 LAYER,13.4,0.019,20,0.38,268
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,711073,16x6x10 1/2,RUNNERBAND,NM,SMOOTH,-,2 LAYER,19.7,0.0259,12,0.31,236.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,712073,16x7x10 1/2,RUNNERBAND,NM,SMOOTH,-,2 LAYER,23,0.0302,8,0.24,184
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,715073,18x7x12 1/8,RUNNERBAND,NM,SMOOTH,-,2 LAYER,26.6,0.0382,10,0.38,266
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,717073,18x9x12 1/8,RUNNERBAND,NM,SMOOTH,-,2 LAYER,34.5,0.0491,4,0.2,138
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,719073,21x7x15,RUNNERBAND,NM,SMOOTH,-,2 LAYER,35.1,0.052,14,0.73,491.4
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,720073,21x8x15,RUNNERBAND,NM,SMOOTH,-,2 LAYER,40.5,0.0594,6,0.36,243
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,711074,16x6x10 1/2,RUNNERBAND,NM,TRACTION,-,2 LAYER,19.4,0.0259,8,0.21,155.2
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,715074,18x7x12 1/8,RUNNERBAND,NM,TRACTION,-,2 LAYER,25.7,0.0382,4,0.15,102.8
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,717074,18x9x12 1/8,RUNNERBAND,NM,TRACTION,-,2 LAYER,33.4,0.0491,4,0.2,133.6
08.08.2023, New Zealand ,158," NZD/PIL Order (LCL) 01 		",662,719074,21x7x15,RUNNERBAND,NM,TRACTION,-,2 LAYER,35.1,0.052,20,1.04,702
