Date,Customer Name,Work order No,Reference Number,ERP Number,Item code,Tyre Size,Brand,COLOUR,FIT,RIM,Constrution,Average Finish Tyre Weight - kgs,Per Tyre Volume / cbm,Qty New- pcs,Total Volume - cbm,Total Tonage - kgs
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,110004,140/55-9,ACHIEVER,Non Marking,CLIP,4,2 LAYER,10,0.0179,8,0.14,80
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,104004,18x7-8,ACHIEVER,Non Marking,CLIP,4.33,2 LAYER,21,0.0303,10,0.3,210
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,118004,200/50-10,ACHIEVER,Non Marking,CLIP,6.5,2 LAYER,23.9,0.0388,6,0.23,143.4
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,103161,16X6-8 (WIDE),ACHIEVER PLUS,BLACK,STD,4.33,3 LAYER,16.3,0.0257,14,0.36,228.2
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,104011,18x7-8,ACHIEVER PLUS,BLACK,STD,4.33,3 LAYER,20.8,0.0303,16,0.48,332.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,125011,7.00-12,ACHIEVER PLUS,BLACK,STD,5,3 LAYER,45.7,0.0691,14,0.97,639.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,136011,28x12.5-15,ACHIEVER PLUS,BLACK,STD,9.75,3 LAYER,83.7,0.1354,4,0.54,334.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,151011,9.00-20,ACHIEVER PLUS,BLACK,STD,7,3 LAYER,127.2,0.204,18,3.67,"2,289.60"
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,101162,15x4 1/2-8 (WIDE),ACHIEVER PLUS,BLACK,CLIP,3,3 LAYER,9.9,0.0161,70,1.13,693
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,110012,140/55-9,ACHIEVER PLUS,BLACK,CLIP,4,3 LAYER,10,0.0179,10,0.18,100
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,103162,16X6-8 (WIDE),ACHIEVER PLUS,BLACK,CLIP,4.33,3 LAYER,16.6,0.0257,16,0.41,265.6
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,104012,18x7-8,ACHIEVER PLUS,BLACK,CLIP,4.33,3 LAYER,20.9,0.0303,15,0.45,313.5
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,118012,200/50-10,ACHIEVER PLUS,BLACK,CLIP,6.5,3 LAYER,23.9,0.0388,6,0.23,143.4
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,135013,"28X9-15, 8.15-15",ACHIEVER PLUS,Non Marking,STD,7,3 LAYER,58.3,0.1024,4,0.41,233.2
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,139163,3.00-15 (WIDE),ACHIEVER PLUS,Non Marking,STD,8,3 LAYER,106.4,0.1701,4,0.68,425.6
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,101164,15x4 1/2-8 (WIDE),ACHIEVER PLUS,Non Marking,CLIP,3,3 LAYER,9.7,0.0171,24,0.41,232.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,110014,140/55-9,ACHIEVER PLUS,Non Marking,CLIP,4,3 LAYER,9.85,0.0179,8,0.14,78.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,103164,16X6-8 (WIDE),ACHIEVER PLUS,Non Marking,CLIP,4.33,3 LAYER,16.1,0.0257,8,0.21,128.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,104014,18x7-8,ACHIEVER PLUS,Non Marking,CLIP,4.33,3 LAYER,20.4,0.0303,12,0.36,244.8
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,730071,16.25X7X11.25,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,22.3,0.0312,4,0.12,89.2
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,721071,22X12X16 ,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,64.9,0.0979,4,0.39,259.6
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,727071,28X16X22,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,111.6,0.206,4,0.82,446.4
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,746071,33X14X22,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,155.4,0.2512,4,1,621.6
12.09.2023,EGYPT,195,IEC - ORDER 02 -C-01(6),703,726071,40X16X30,RUNNERBAND,BLACK,SMOOTH,-,2 LAYER,227.5,0.4195,7,2.94,"1,592.50"
